编号	专业分类	年级	性别	Q1	Q2	Q3	Q4	Q5	Q61	Q62	Q63	Q64	Q65	Q66	Q67	Q68	Q69	Q610	Q611	Q612	Q613	Q614	Q615	Q616
271	5	3	1	1	1	1	1	1	3	3	2	3	2	1	2	5	2	2	5	5	5	4	4	3
272	5	3	1	1	1	1	1	1	3	3	2	3	2	1	2	4	2	2	3	5	3	5	4	4
273	5	3	1	1	2	1	1	2	3	3	2	3	2	1	2	3	2	2	5	5	5	5	5	1
274	5	3	1	1	2	1	1	1	3	3	2	3	2	1	2	4	2	2	5	5	5	5	5	5
275	5	3	1	1	2	2	1	1	3	3	2	3	2	1	2	3	2	2	3	3	3	3	3	3
276	5	3	1	1	2	1	1	5	3	3	2	3	2	1	2	3	2	2	5	2	1	3	5	1
277	2	3	1	1	2	3	1	2	3	3	2	3	2	1	2	5	2	2	4	2	4	2	5	4
278	2	3	1	1	2	1	1	3	3	3	3	3	2	1	2	2	2	2	4	1	1	1	5	2
279	2	3	1	1	2	1	1	5	3	3	3	3	2	1	2	5	2	2	4	1	4	4	5	2
280	2	3	1	1	2	1	1	5	3	3	3	3	2	1	2	2	2	2	3	3	3	3	3	2
281	2	3	1	1	2	1	1	3	3	3	3	3	2	1	2	2	2	2	5	1	4	4	4	2
282	2	3	1	1	2	2	1	2	3	3	3	3	2	1	2	5	2	2	2	4	2	5	4	3
283	1	3	1	1	2	1	1	5	3	3	3	3	2	1	2	1	2	2	5	5	5	5	5	1
284	2	3	1	1	2	2	1	3	3	3	3	3	2	1	2	3	2	2	5	3	3	5	3	1
285	5	4	1	1	2	2	1	2	3	3	3	3	2	1	2	3	2	2	4	4	3	5	5	1
286	5	4	1	1	2	1	1	2	3	3	3	3	2	1	2	3	2	2	4	3	3	4	5	4
287	2	4	1	1	2	2	1	3	3	3	3	3	2	1	2	2	2	2	4	4	2	4	5	4
288	5	4	1	1	2	1	1	2	3	3	3	3	2	1	2	5	2	2	5	5	5	5	5	4
289	5	4	1	1	2	1	1	3	3	3	3	3	2	1	2	5	2	2	4	5	4	4	5	2
290	5	4	1	1	2	2	1	2	3	3	3	3	2	1	2	3	2	2	5	5	3	5	5	5
291	2	4	1	1	2	3	1	2	3	3	3	3	2	1	2	4	2	2	4	3	2	2	4	2
292	1	4	1	1	2	2	1	2	3	3	3	3	2	1	2	1	2	2	3	4	4	4	4	1
293	1	4	1	1	2	3	1	4	3	3	3	3	2	1	2	5	2	2	1	3	3	3	5	4
294	1	4	1	1	2	1	1	5	3	3	3	3	2	1	2	2	2	2	4	4	3	4	5	3
295	3	4	1	1	2	2	1	3	3	3	3	3	2	1	2	4	2	2	4	2	1	2	4	3
296	5	4	1	1	2	1	1	2	3	3	3	3	2	1	2	1	2	2	5	5	5	5	5	4
297	2	4	1	1	2	2	1	3	3	3	3	3	2	1	2	2	2	2	5	4	5	4	5	3
298	2	4	1	1	2	1	1	3	3	3	3	3	2	1	2	3	2	2	4	2	3	4	4	2
299	4	4	1	1	2	2	1	2	3	3	3	3	2	1	2	5	2	2	5	3	3	3	5	3
300	2	4	1	1	2	2	1	2	3	3	3	3	3	1	2	3	2	2	5	5	3	4	5	4
301	2	4	1	1	2	3	1	2	3	3	3	3	3	1	2	5	2	2	4	5	4	5	5	5
302	1	4	1	1	2	2	1	1	3	3	3	3	3	1	2	4	2	2	5	3	3	4	5	3
303	2	4	1	1	2	2	1	3	3	3	3	3	3	1	2	1	2	2	4	5	4	3	5	4
304	1	4	1	1	2	1	1	2	3	3	3	3	3	1	2	5	2	2	3	2	4	3	4	2
305	3	4	1	1	2	2	1	1	3	3	3	3	3	1	2	3	2	2	4	2	3	4	5	4
306	4	4	1	1	2	1	1	2	3	3	3	3	3	1	2	4	2	2	3	4	3	4	4	4
307	5	4	1	1	2	2	1	1	3	3	3	3	3	1	2	5	2	2	3	3	2	4	2	5
308	4	4	1	1	2	1	1	1	3	3	3	3	3	1	2	5	2	2	3	1	4	5	5	3
309	1	5	1	1	2	1	1	4	3	3	3	3	3	1	2	3	2	2	5	5	2	3	4	3
310	1	5	1	1	2	3	1	5	3	3	3	3	3	1	2	1	2	2	4	3	3	3	4	3
311	1	5	1	1	2	3	1	3	3	3	3	3	3	1	2	5	2	2	3	2	3	4	4	4
312	1	5	1	1	2	1	1	3	3	3	3	3	3	1	2	1	2	2	5	1	1	5	4	1
313	6	5	1	1	2	1	1	3	3	3	3	3	3	1	2	2	2	2	5	5	1	3	4	3
314	1	5	1	1	2	2	1	1	3	3	3	3	3	1	2	1	2	2	5	2	2	2	5	3
315	2	5	1	1	2	1	1	5	3	3	3	3	3	1	2	1	2	2	1	5	3	1	2	2
316	1	5	1	1	2	2	1	5	3	3	3	3	3	2	2	1	2	2	1	1	1	5	1	1
317	1	5	1	1	2	2	1	1	3	3	3	3	3	2	2	3	2	2	5	5	1	4	5	4
318	1	5	1	1	2	2	1	5	3	3	3	3	3	2	2	5	2	2	3	2	2	4	3	3
319	2	5	1	1	2	2	1	3	3	3	3	3	3	2	2	2	2	2	5	3	4	4	5	5
320	2	5	1	1	2	2	1	3	3	3	3	3	3	2	2	2	2	2	4	4	2	3	4	3
321	1	5	1	1	2	1	1	2	3	3	3	3	3	2	2	2	2	2	4	3	4	5	4	2
322	1	5	1	1	2	3	1	3	3	3	3	3	3	2	2	4	2	2	5	4	4	3	5	4
323	2	5	1	1	2	2	1	3	3	3	3	3	3	2	2	5	2	2	3	5	3	3	4	3
324	2	5	1	1	2	3	1	3	3	3	3	3	3	2	2	4	2	2	3	3	2	4	4	4
325	1	6	1	1	2	2	1	5	3	3	3	3	3	2	2	5	2	2	4	4	5	4	5	5
326	3	6	1	1	2	1	2	1	3	3	3	3	3	2	2	5	2	2	5	5	3	3	4	3
327	1	1	1	1	2	1	2	5	3	3	3	3	3	2	2	1	2	2	5	3	3	3	4	4
328	4	1	1	1	2	2	2	2	3	3	3	3	3	2	2	2	2	2	4	3	4	5	5	4
329	2	1	1	1	2	2	2	2	3	3	3	3	3	2	2	3	2	2	3	4	4	4	3	4
330	4	1	1	1	2	3	2	5	3	3	3	3	3	2	2	5	2	2	3	1	4	2	4	2
331	2	1	1	1	2	2	2	1	3	3	3	3	3	2	2	5	2	2	0	3	4	3	5	2
332	2	1	1	1	2	2	2	5	3	3	3	3	3	2	2	3	2	2	4	2	3	3	3	2
333	4	1	1	1	2	2	2	4	3	3	3	3	3	2	2	3	2	2	5	2	2	5	3	1
334	4	1	1	1	2	1	2	1	3	3	3	3	3	2	2	5	2	2	1	1	1	5	0	1
335	1	1	1	1	2	2	2	4	3	3	3	3	3	2	2	2	2	2	4	3	3	4	4	2
336	1	1	1	1	2	1	2	3	3	3	3	3	3	2	2	4	2	2	2	2	4	3	3	2
337	1	1	1	1	2	2	2	1	3	3	3	3	3	2	2	1	2	2	5	4	3	3	4	5
338	1	1	1	1	2	1	2	2	3	3	3	3	3	2	2	5	2	2	4	4	2	2	3	5
339	4	1	1	1	2	1	2	5	3	3	3	3	3	2	2	1	2	2	4	2	2	2	2	2
340	2	1	1	1	2	1	2	5	3	3	3	3	3	2	2	2	2	2	4	4	4	3	4	3
341	2	1	1	1	2	1	2	2	3	3	3	3	3	2	2	5	2	2	5	4	5	4	5	5
342	1	1	1	1	2	2	2	2	3	3	3	3	3	2	2	0	2	2	4	2	2	5	5	4
343	4	1	1	1	2	2	2	3	3	3	3	3	3	2	2	2	2	2	4	4	2	2	5	3
344	2	1	1	1	2	3	2	1	3	3	3	3	3	2	2	3	2	2	4	3	2	2	5	4
345	4	1	1	1	2	2	2	4	3	3	3	3	3	2	2	1	2	2	4	3	3	5	4	4
346	4	1	1	1	2	2	2	5	3	3	3	3	3	2	2	3	2	2	4	3	4	5	3	3
347	4	1	1	1	2	2	2	5	3	3	3	3	3	2	2	5	2	2	5	2	3	4	4	3
348	2	1	1	1	2	2	2	5	3	3	3	3	3	2	2	2	2	2	5	5	3	5	5	5
349	1	1	1	1	2	1	2	5	3	3	3	3	3	2	2	1	2	2	5	5	5	5	5	3
350	3	1	1	1	2	2	2	2	3	3	3	3	3	2	2	2	2	2	3	2	3	3	3	3
351	4	1	1	1	2	1	2	2	3	3	3	3	3	2	2	1	2	2	2	2	2	2	5	3
352	2	1	1	1	2	1	2	5	3	3	3	3	3	2	2	1	2	2	5	1	4	4	3	1
353	4	1	1	1	2	1	2	5	3	3	3	3	3	2	2	3	2	2	5	2	3	4	5	4
354	1	1	1	1	2	2	2	1	3	3	3	3	3	2	2	2	2	2	1	1	5	4	3	3
355	4	1	1	1	2	1	2	5	3	3	3	3	3	2	2	1	2	2	5	2	4	2	4	3
356	1	1	1	1	2	2	2	1	3	3	3	3	3	2	2	4	2	2	4	5	3	4	3	3
357	1	1	1	1	2	3	2	1	3	3	3	3	3	2	2	0	2	2	3	3	4	3	3	3
358	4	1	1	1	2	3	2	1	3	3	3	3	3	2	2	2	2	2	5	4	4	3	5	5
359	4	1	1	1	2	1	2	1	3	3	3	3	3	2	2	5	2	2	4	5	4	4	5	4
360	2	1	1	1	2	1	2	5	3	3	3	3	3	2	2	2	2	2	5	1	2	4	5	2
361	2	1	1	1	2	1	2	1	3	3	3	3	3	2	2	4	2	2	5	5	1	2	5	2
362	1	1	1	1	2	2	2	2	3	3	3	3	3	2	2	5	2	2	5	1	5	4	5	3
363	2	1	1	1	2	1	2	2	3	3	3	3	3	2	3	1	2	2	4	4	5	3	3	0
364	6	1	1	1	2	2	2	2	3	3	3	3	3	2	3	1	2	2	5	5	0	0	5	5
365	2	1	1	1	2	2	2	5	3	3	3	3	3	2	3	2	3	2	5	3	1	1	5	3
366	4	1	1	1	2	2	2	1	3	3	3	3	3	2	3	2	3	2	2	2	4	5	5	2
367	3	2	1	1	2	1	2	5	3	3	3	3	3	2	3	1	3	2	1	3	5	5	2	3
368	2	2	1	1	2	2	2	2	3	3	3	3	3	2	3	2	3	2	5	2	2	3	3	3
369	4	2	1	1	2	1	2	3	3	3	3	3	3	2	3	2	3	2	5	1	1	3	5	2
370	4	2	1	1	2	2	2	5	3	3	3	3	3	2	3	4	3	2	3	1	3	3	3	3
371	4	2	1	1	2	2	2	2	3	3	3	4	3	2	3	2	3	2	4	4	4	3	4	4
372	4	2	2	1	2	2	2	2	3	3	3	4	3	2	3	5	3	2	5	4	5	3	5	4
373	4	2	2	1	2	2	2	1	3	3	3	4	3	2	3	5	3	2	5	5	4	5	3	3
374	4	2	2	1	2	3	2	2	3	3	3	4	3	2	3	2	3	2	3	5	5	5	5	3
375	2	2	2	1	2	2	2	1	3	3	3	4	3	2	3	2	3	2	2	3	4	4	4	3
376	1	2	2	1	2	1	2	5	3	3	3	4	3	2	3	2	3	2	4	1	3	3	5	3
377	4	2	2	1	2	2	2	2	3	3	3	4	3	2	3	3	3	2	5	1	2	2	2	2
378	4	2	2	1	2	2	2	2	3	3	3	4	3	2	3	2	3	2	3	3	3	4	5	2
379	4	2	2	1	2	2	2	2	3	3	3	4	3	2	3	2	3	2	5	2	2	2	5	3
380	4	2	2	1	2	2	2	4	3	3	3	4	3	2	3	3	3	2	5	4	4	3	5	4
381	3	2	2	1	2	1	2	2	3	3	3	4	3	2	3	1	3	2	3	2	4	3	4	3
382	1	2	2	1	2	1	2	1	3	3	3	4	3	2	3	3	3	2	2	5	3	5	5	3
383	1	2	2	1	2	1	2	1	3	3	3	4	3	2	3	4	3	2	5	4	3	3	4	3
384	1	2	2	1	2	1	2	1	3	3	3	4	3	2	3	1	3	2	5	5	3	3	5	3
385	1	2	2	1	2	2	2	5	3	3	3	4	3	2	3	5	3	2	3	1	1	1	3	5
386	1	2	2	1	2	2	2	1	3	3	3	4	3	2	3	2	3	2	2	2	2	2	2	2
387	1	2	2	1	2	1	2	2	3	3	3	4	3	2	3	1	3	2	4	3	2	4	3	3
388	1	2	2	1	2	2	2	5	3	3	3	4	3	2	3	4	3	2	5	3	2	5	5	2
389	4	2	2	1	2	3	2	2	3	3	3	4	3	2	3	1	3	2	4	4	4	4	5	1
390	4	2	2	1	2	3	2	2	3	3	3	4	3	2	3	3	3	2	2	1	3	2	5	2
391	4	2	2	1	2	2	2	5	3	3	3	4	3	2	3	2	3	2	3	3	3	3	3	3
392	4	2	2	1	2	2	2	3	3	3	3	4	3	2	3	1	3	2	4	2	2	2	3	3
393	4	2	2	1	2	2	2	3	3	3	3	4	3	2	3	2	3	2	3	3	3	3	2	3
394	2	2	2	1	2	2	2	3	3	3	3	4	3	2	3	2	3	2	3	2	2	3	4	3
395	4	2	2	1	2	2	2	3	3	3	3	4	3	2	3	1	3	2	5	1	2	1	4	2
396	4	2	2	1	2	2	2	23	3	3	3	4	3	2	3	4	3	2	5	5	4	4	5	4
397	4	2	2	1	2	1	2	1	3	3	3	4	3	2	3	2	3	2	2	4	3	4	4	4
398	4	2	2	1	2	2	2	2	3	3	3	4	3	2	3	2	3	2	3	3	4	4	4	3
399	4	2	2	1	2	2	2	3	3	3	3	4	3	2	3	4	3	2	3	3	 	4	4	3
400	2	2	2	1	2	1	2	1	3	3	3	4	3	2	3	2	3	2	4	3	4	4	3	4
401	4	2	2	1	2	2	2	5	3	3	3	4	3	2	3	 	3	2	4	3	2	4	4	4
402	4	2	2	1	2	2	2	1	3	3	3	4	3	2	3	5	3	2	4	2	2	2	5	4
403	2	2	2	1	2	1	2	5	3	3	3	4	3	2	3	2	3	2	4	3	2	2	3	3
404	4	2	2	1	2	1	2	2	3	3	3	4	3	2	3	5	3	2	5	2	1	4	5	4
405	2	2	2	1	2	1	2	1	3	3	3	4	3	2	3	4	3	2	5	1	3	3	5	4
406	1	2	2	1	2	2	2	3	3	3	3	4	3	2	3	0	3	2	3	1	2	3	4	1
407	2	2	2	1	2	1	2	2	3	3	3	4	3	2	3	1	3	2	4	2	3	3	3	2
408	4	2	2	1	2	2	2	1	3	3	3	4	3	2	3	5	3	2	4	3	2	2	4	3
409	4	2	2	1	2	2	2	2	3	3	3	4	3	2	3	1	3	2	4	3	3	4	4	3
410	4	2	2	1	2	1	2	2	3	3	3	4	3	2	3	1	3	2	4	4	3	4	4	4
411	4	2	2	1	2	2	2	2	3	3	3	4	3	2	3	3	3	2	2	3	4	4	4	2
412	3	2	2	1	2	2	2	2	3	3	3	4	3	2	3	1	3	2	4	1	1	5	4	3
413	1	2	2	1	2	2	2	2	3	3	3	4	3	2	3	4	3	2	3	2	3	4	4	4
414	4	2	2	1	2	2	2	3	3	3	3	4	3	2	3	3	3	3	5	2	2	4	5	2
415	2	2	2	1	2	2	2	3	3	3	3	4	3	2	3	2	3	3	3	1	5	5	3	2
416	2	2	2	1	2	1	2	2	3	3	3	4	3	2	3	3	3	3	3	2	2	2	3	2
417	4	2	2	1	2	2	2	1	3	3	3	4	3	2	3	2	3	3	4	2	2	5	4	3
418	3	2	2	1	2	2	2	2	3	3	3	4	3	2	3	1	3	3	5	3	2	2	3	4
419	3	2	2	1	2	2	2	2	3	3	3	4	3	2	3	1	3	3	4	3	2	2	3	3
420	1	2	2	1	2	2	2	2	3	3	3	4	3	2	3	3	3	3	5	5	4	3	5	3
421	2	2	2	1	2	1	2	2	3	3	3	4	3	2	3	5	3	3	4	4	3	2	5	5
422	3	2	2	1	2	2	2	5	3	3	3	4	3	2	3	3	3	3	3	4	3	4	4	4
423	3	2	2	1	2	2	2	2	3	3	3	4	3	2	3	2	3	3	4	3	3	3	4	3
424	3	2	2	1	2	1	2	1	3	3	3	4	3	2	3	2	3	3	1	4	2	2	1	4
425	1	2	2	1	2	2	2	2	3	3	3	4	3	2	3	 	3	3	 	3	4	4	4	4
426	1	2	2	1	2	1	2	5	3	3	3	4	3	2	3	1	3	3	3	2	4	3	4	2
427	1	2	2	1	2	1	2	2	3	3	3	4	3	2	3	3	3	3	3	3	3	4	5	3
428	4	2	2	1	2	1	2	3	3	3	3	4	3	2	3	4	3	3	2	2	4	2	3	1
429	1	2	2	1	2	2	2	2	3	3	3	4	3	2	3	1	3	3	2	2	2	3	4	3
430	4	2	2	1	2	2	2	1	3	3	3	4	3	2	3	4	3	3	5	3	5	5	5	2
431	4	2	2	1	2	2	2	2	3	3	3	4	3	2	3	3	3	3	4	4	4	3	4	2
432	4	2	2	1	2	2	2	1	3	3	3	4	3	2	3	2	3	3	5	3	2	5	5	3
433	4	2	2	1	2	1	2	1	3	3	3	4	3	2	3	3	3	3	4	3	2	1	5	4
434	4	2	2	1	2	1	2	3	3	3	3	4	3	2	3	1	3	3	4	4	4	4	5	2
435	4	2	2	1	2	2	2	2	3	3	3	4	3	2	3	1	3	3	4	2	2	3	4	2
436	4	2	2	1	2	2	2	5	3	3	3	4	3	2	3	2	3	3	4	3	3	3	4	3
437	4	2	2	1	2	2	2	1	3	3	3	4	3	2	3	3	3	3	4	1	1	3	4	2
438	4	2	2	1	2	2	2	3	3	3	3	4	3	2	3	1	3	3	5	1	2	2	4	2
439	4	2	2	1	2	2	2	5	3	3	3	4	3	2	3	2	3	3	3	3	3	3	4	3
440	4	2	2	1	2	1	2	2	3	3	3	4	3	2	3	1	3	3	4	4	4	3	5	3
441	4	2	2	1	2	1	2	5	3	3	3	4	3	2	3	2	3	3	3	4	4	4	4	3
442	4	2	2	1	2	1	2	2	3	3	3	4	3	2	3	2	3	3	3	2	5	5	4	4
443	4	2	2	1	2	1	2	5	3	3	3	4	3	2	3	1	3	3	3	3	2	2	3	3
444	4	2	2	1	2	1	2	3	3	3	3	4	3	2	3	1	3	3	5	4	4	4	4	4
445	4	3	2	1	2	2	2	2	3	3	3	4	3	2	3	3	3	3	5	3	3	3	5	3
446	4	3	2	1	2	1	2	1	3	3	3	4	3	2	3	5	3	3	4	3	4	5	4	1
447	4	3	2	1	2	1	2	2	3	3	3	4	3	2	3	5	3	3	5	3	4	4	5	3
448	4	3	2	1	2	1	2	2	3	3	3	4	3	2	3	2	3	3	5	4	4	3	5	3
449	4	3	2	1	2	2	2	2	3	3	3	4	3	2	3	5	3	3	5	1	1	5	5	3
450	4	3	2	1	2	1	2	5	3	3	3	4	3	2	3	1	3	3	4	2	2	2	2	2
451	4	3	2	1	2	1	2	3	3	3	3	4	3	2	3	2	3	3	3	3	3	3	4	1
452	4	3	2	1	2	1	2	1	3	3	3	4	3	2	3	4	3	3	4	3	5	1	4	0
453	4	3	2	1	2	2	2	2	3	3	3	4	3	2	3	3	3	3	2	2	5	3	5	4
454	1	3	2	1	2	2	2	2	3	3	3	4	3	2	3	4	3	3	1	1	5	4	5	3
455	4	3	2	1	2	2	2	2	3	3	3	4	3	2	3	5	3	3	4	1	4	3	5	1
456	4	3	2	1	2	1	2	3	3	3	3	4	3	2	3	2	3	3	3	3	3	3	1	1
457	4	3	2	1	2	1	2	3	3	3	3	4	3	2	3	2	3	3	4	1	3	4	3	1
458	4	3	2	1	2	2	2	2	3	3	3	4	3	2	3	0	3	3	3	3	3	2	3	2
459	4	3	2	1	2	2	2	2	3	3	3	4	3	2	3	2	3	3	2	4	5	5	3	2
460	4	3	2	1	2	2	2	2	3	3	3	4	3	2	3	1	3	3	4	2	4	4	5	1
461	4	3	2	1	2	2	2	2	3	3	3	4	3	2	3	2	3	3	5	4	4	5	5	3
462	4	3	2	1	2	1	2	5	3	3	3	4	3	2	3	2	3	3	2	3	4	4	4	2
463	4	3	2	1	2	2	2	2	3	3	3	4	3	2	3	1	3	3	5	2	2	4	5	2
464	4	3	2	1	2	2	2	2	3	3	3	4	3	2	3	1	3	3	3	3	2	3	5	5
465	4	3	2	1	2	1	2	2	3	3	3	4	3	2	3	2	3	3	5	4	4	4	5	3
466	4	3	2	1	2	2	2	1	3	3	3	4	3	2	3	1	3	3	4	4	4	5	2	3
467	4	3	2	1	2	2	2	1	3	3	3	4	3	2	3	2	3	3	4	4	3	5	5	1
468	2	3	2	1	2	2	2	2	3	3	3	4	3	2	3	1	3	3	5	5	4	3	4	4
469	1	3	2	1	2	1	2	2	3	3	3	4	3	2	3	4	3	3	4	1	0	3	1	3
470	4	3	2	1	2	3	2	3	3	3	3	4	3	2	3	5	3	3	2	2	1	3	1	1
471	4	3	2	1	2	1	2	1	3	3	3	4	3	2	3	1	3	3	2	2	3	3	3	2
472	4	3	2	1	2	3	2	2	3	3	3	4	3	2	3	3	3	3	5	4	3	3	4	0
473	4	3	2	1	2	1	2	5	3	3	3	4	3	2	3	3	3	3	2	1	4	3	4	1
474	4	3	2	1	2	2	2	5	3	3	3	4	3	2	3	4	3	3	4	3	4	4	4	2
475	4	3	2	1	2	2	2	3	3	3	3	4	3	2	3	2	3	3	2	3	3	3	4	2
476	 	3	2	1	2	1	2	1	3	3	3	4	3	2	3	1	3	3	4	3	4	4	5	2
477	2	3	2	1	2	1	2	2	3	3	3	4	3	2	3	5	3	3	3	5	5	3	5	4
478	4	3	2	1	2	2	2	1	3	3	3	4	3	2	3	5	3	3	3	2	3	4	5	2
479	2	3	2	1	2	1	2	3	3	3	3	4	3	2	3	4	3	3	3	4	4	4	4	5
480	2	3	2	1	2	2	2	3	3	3	3	4	3	2	3	 	3	3	3	4	4	5	5	3
481	2	3	2	1	2	2	2	1	3	3	3	4	3	2	3	1	3	3	4	2	2	4	4	2
482	4	3	2	1	2	2	2	1	3	3	3	4	3	2	3	1	3	3	5	2	4	4	5	1
483	4	3	2	1	2	1	2	2	3	3	3	4	3	2	3	1	3	3	5	3	4	4	5	2
484	4	3	2	1	2	2	2	2	3	3	3	4	3	2	3	2	3	3	5	4	4	5	5	3
485	4	3	2	1	2	1	2	3	3	3	3	4	3	2	3	3	3	3	2	3	4	4	4	2
486	4	3	2	1	2	1	2	2	3	3	3	4	3	2	3	4	3	3	2	2	4	2	5	3
487	4	3	2	1	2	1	2	2	3	3	3	4	3	2	3	5	3	3	5	2	1	4	5	4
488	4	3	2	1	2	1	2	2	4	3	3	4	3	2	3	2	3	3	4	3	4	5	4	3
489	4	3	2	1	2	1	2	5	4	3	3	4	3	2	3	2	3	3	4	4	4	3	4	3
490	4	3	2	1	2	1	2	5	4	3	3	4	3	2	3	5	3	3	5	3	4	4	5	2
491	4	3	2	1	2	2	2	2	4	3	3	4	3	2	3	4	3	3	4	2	4	3	5	2
492	4	3	2	1	2	1	2	1	4	3	3	4	3	2	3	4	3	3	5	1	2	3	3	1
493	4	3	2	1	2	1	2	1	4	3	3	4	3	2	3	1	3	3	4	2	4	4	4	3
494	4	3	2	1	2	2	2	2	4	3	3	4	3	2	3	4	3	3	1	0	4	4	3	3
495	4	3	2	1	2	3	2	3	4	3	3	4	3	2	3	4	3	3	4	4	3	5	4	1
496	4	3	2	1	2	1	2	2	4	3	3	4	3	2	3	2	3	3	3	5	3	2	2	5
497	4	3	2	1	2	2	2	2	4	3	3	4	3	2	3	3	3	3	5	5	3	4	4	3
498	4	3	2	1	2	1	2	2	4	3	3	4	3	2	3	2	3	3	4	3	4	5	4	3
499	4	3	2	1	2	2	2	3	4	3	3	4	3	2	3	5	3	3	5	3	3	2	4	4
500	4	3	2	1	2	3	2	2	4	3	3	4	3	2	3	2	3	3	3	3	4	4	4	2
501	4	3	2	1	2	2	2	2	4	3	3	4	3	2	3	2	3	3	2	3	4	4	4	2
502	4	3	2	1	2	2	2	2	4	3	3	4	3	2	3	2	3	3	5	4	4	5	5	3
503	4	3	2	1	2	3	2	1	4	3	3	4	3	2	3	4	3	3	5	2	4	4	4	3
504	2	3	2	1	2	2	2	3	4	3	3	4	3	2	3	1	3	3	3	1	1	5	5	1
505	4	3	2	1	2	3	2	2	4	3	3	4	3	2	3	5	3	3	4	3	4	3	5	2
506	2	3	2	1	2	2	2	1	4	3	3	4	3	2	3	1	3	3	4	3	3	3	4	3
507	4	3	2	1	2	2	2	1	4	3	3	4	3	2	3	2	3	3	5	2	3	4	4	2
508	2	3	2	1	2	2	2	2	4	3	3	4	3	2	3	2	3	3	4	2	3	4	4	2
509	2	3	2	1	2	2	2	3	4	4	3	4	3	2	3	2	3	3	2	2	3	4	5	3
510	4	3	2	1	2	2	2	2	4	4	3	4	3	2	3	1	3	3	5	5	2	4	5	3
511	 	3	2	1	2	1	2	3	4	4	3	4	3	2	3	0	3	3	3	3	3	4	5	3
512	4	3	2	1	2	2	2	1	4	4	3	4	3	2	3	3	3	3	4	5	4	4	5	5
513	1	3	2	1	2	1	2	2	4	4	3	4	3	2	3	2	3	3	4	4	4	4	4	2
514	4	3	2	1	2	2	2	1	4	4	3	4	3	2	3	3	3	3	4	3	3	5	5	3
515	4	3	2	1	2	2	2	2	4	4	3	4	3	2	3	2	3	3	4	2	5	3	5	3
516	4	3	2	1	2	3	2	2	4	4	3	4	3	2	3	1	3	3	5	2	3	5	4	2
517	4	3	2	1	2	2	2	2	4	4	3	4	3	2	3	3	3	3	2	2	2	4	5	2
518	4	3	2	1	2	2	2	1	4	4	3	4	3	2	3	2	3	3	4	2	3	3	5	4
519	4	3	2	1	2	1	2	2	4	4	3	4	3	2	3	2	3	3	5	3	3	3	4	3
520	4	3	2	1	2	2	2	2	4	4	3	4	3	2	3	5	3	3	4	3	3	3	5	1
521	4	3	2	1	2	2	2	1	4	4	3	4	3	2	3	3	3	3	4	4	4	4	5	3
522	4	3	2	1	2	2	2	2	4	4	3	4	3	2	3	4	3	3	4	2	2	4	5	2
523	4	3	2	1	2	1	2	2	4	4	3	4	3	2	3	4	3	3	5	3	3	2	5	3
524	4	3	2	1	2	1	2	2	4	4	3	4	3	2	3	4	3	3	4	2	3	4	4	3
525	4	3	2	1	2	2	2	2	4	4	3	4	3	2	3	1	3	3	4	2	2	4	5	1
526	4	3	2	1	2	1	2	2	4	4	3	4	3	2	3	3	3	3	0	1	3	4	5	2
527	 	4	2	1	2	2	2	3	4	4	3	4	3	2	3	2	3	3	5	5	3	3	4	3
528	4	4	2	1	2	2	2	3	4	4	3	4	3	2	3	2	3	3	5	3	3	4	5	4
529	4	4	2	1	2	1	2	4	4	4	3	4	3	2	3	5	3	3	4	4	4	4	5	2
530	2	4	2	1	2	2	2	2	4	4	3	4	3	2	3	4	3	3	3	4	4	4	4	2
531	2	4	2	1	2	1	2	2	4	4	3	4	3	2	3	4	3	3	2	2	4	2	5	2
532	1	4	2	1	2	2	2	3	4	4	3	4	3	2	3	2	3	3	3	4	3	4	5	5
533	2	4	2	1	2	1	2	3	4	4	3	4	3	2	3	1	3	3	3	2	3	5	4	2
534	4	4	2	1	2	3	2	2	4	4	3	4	3	2	3	3	3	3	5	5	2	3	4	3
535	2	4	2	1	2	2	2	2	4	4	3	4	3	2	3	2	3	3	3	4	4	4	3	2
536	1	4	2	1	2	2	2	2	4	4	3	4	3	2	3	4	3	3	3	4	3	3	4	2
537	6	4	2	1	2	2	2	2	4	4	3	4	3	2	3	3	3	3	4	4	4	3	4	3
538	2	4	2	1	2	1	2	2	4	4	3	4	3	2	3	1	3	3	0	3	3	3	3	4
539	4	4	2	1	2	1	2	2	4	4	3	4	3	2	3	3	3	3	4	3	3	4	4	2
540	2	4	2	1	2	3	2	2	4	4	3	4	3	2	3	4	3	3	4	2	4	4	4	3
541	2	4	2	1	2	1	2	2	4	4	3	4	3	2	3	2	3	3	3	2	3	3	4	3
542	2	4	2	1	2	1	2	2	4	4	3	4	3	2	3	3	3	3	4	4	4	3	4	4
543	2	4	2	1	2	2	2	2	4	4	3	4	3	2	3	2	3	3	3	2	3	2	3	2
544	2	4	2	1	2	2	2	3	4	4	3	4	3	2	3	5	3	3	5	4	3	4	4	2
545	4	4	2	1	2	2	2	3	4	4	3	4	3	2	3	3	3	3	4	4	2	4	4	2
546	4	5	2	1	2	1	2	5	4	4	3	4	3	2	3	5	3	3	4	4	3	5	5	5
547	4	5	2	1	2	2	2	3	4	4	3	4	3	2	3	2	3	3	5	5	4	4	4	3
548	6	5	2	1	2	1	2	1	4	4	3	4	3	2	3	4	3	3	5	3	1	5	5	5
